,asset,time,HashRate,ReferenceRateUSD
302,btc,2014-10-30 00:00:00+00:00,304105.499663205,333.599350087668
303,btc,2014-10-31 00:00:00+00:00,336304.905509897,344.609382232613
304,btc,2014-11-01 00:00:00+00:00,284428.084979115,337.182912624196
305,btc,2014-11-02 00:00:00+00:00,277272.661457628,324.371315020456
306,btc,2014-11-03 00:00:00+00:00,302316.643782833,324.248566627703
307,btc,2014-11-04 00:00:00+00:00,289794.652620231,325.361865575687
308,btc,2014-11-05 00:00:00+00:00,268264.624126884,329.657703974284
309,btc,2014-11-06 00:00:00+00:00,303181.174870355,338.805765341905
310,btc,2014-11-07 00:00:00+00:00,295306.339159437,349.689911747516
311,btc,2014-11-08 00:00:00+00:00,301212.465942625,342.133288135593
312,btc,2014-11-09 00:00:00+00:00,295306.339159437,345.716332554062
313,btc,2014-11-10 00:00:00+00:00,289400.212376248,363.610051724138
314,btc,2014-11-11 00:00:00+00:00,253963.451677116,365.502253945061
315,btc,2014-11-12 00:00:00+00:00,289400.212376248,367.825466978375
316,btc,2014-11-13 00:00:00+00:00,285462.794520789,422.591419637639
317,btc,2014-11-14 00:00:00+00:00,303181.174870355,421.914471654004
318,btc,2014-11-15 00:00:00+00:00,275619.249882141,398.388882817066
319,btc,2014-11-16 00:00:00+00:00,295306.339159437,377.993840736411
320,btc,2014-11-17 00:00:00+00:00,283494.085593059,390.205823495032
321,btc,2014-11-18 00:00:00+00:00,303873.503789399,387.501031560491
322,btc,2014-11-19 00:00:00+00:00,282468.877689125,373.864564582116
323,btc,2014-11-20 00:00:00+00:00,276458.90156808,377.613398012858
324,btc,2014-11-21 00:00:00+00:00,254422.322457581,356.181265341905
325,btc,2014-11-22 00:00:00+00:00,308512.107546988,350.748858854471
326,btc,2014-11-23 00:00:00+00:00,284472.203062807,352.455514611338
327,btc,2014-11-24 00:00:00+00:00,294488.829931216,367.773242255991
328,btc,2014-11-25 00:00:00+00:00,264438.949325989,376.994223845704
329,btc,2014-11-26 00:00:00+00:00,274455.576194398,376.755630040912
330,btc,2014-11-27 00:00:00+00:00,282468.877689125,367.530208065459
331,btc,2014-11-28 00:00:00+00:00,296492.155304897,369.530227352425
332,btc,2014-11-29 00:00:00+00:00,314522.083668033,377.896931911163
333,btc,2014-11-30 00:00:00+00:00,320532.059789078,376.07633547633
334,btc,2014-12-01 00:00:00+00:00,260432.298578626,378.690397136178
335,btc,2014-12-02 00:00:00+00:00,300382.460137881,379.111978959673
336,btc,2014-12-03 00:00:00+00:00,230698.727588578,382.946796317943
337,btc,2014-12-04 00:00:00+00:00,290362.191620107,375.916019286967
338,btc,2014-12-05 00:00:00+00:00,310250.01296395,368.845568088837
339,btc,2014-12-06 00:00:00+00:00,272463.152410648,378.428329631794
340,btc,2014-12-07 00:00:00+00:00,250586.548932421,375.13795119813
341,btc,2014-12-08 00:00:00+00:00,324171.48790464,376.639793103448
342,btc,2014-12-09 00:00:00+00:00,282407.06308257,363.215676797195
343,btc,2014-12-10 00:00:00+00:00,284395.845216954,351.106837814144
344,btc,2014-12-11 00:00:00+00:00,294339.755888875,347.881393921683
345,btc,2014-12-12 00:00:00+00:00,280418.280948185,348.593006136762
346,btc,2014-12-13 00:00:00+00:00,290362.191620107,353.190612507306
347,btc,2014-12-14 00:00:00+00:00,280418.280948185,349.242945061368
348,btc,2014-12-15 00:00:00+00:00,280418.280948185,356.07972150789
349,btc,2014-12-16 00:00:00+00:00,284395.845216954,347.095181472823
350,btc,2014-12-17 00:00:00+00:00,251585.071833534,328.613320280538
351,btc,2014-12-18 00:00:00+00:00,253027.240872936,320.297613383986
352,btc,2014-12-19 00:00:00+00:00,268718.852710017,313.511651179427
353,btc,2014-12-20 00:00:00+00:00,262834.498271112,318.242888661601
354,btc,2014-12-21 00:00:00+00:00,258911.595311842,330.065758328463
355,btc,2014-12-22 00:00:00+00:00,321678.042660167,320.992670075979
356,btc,2014-12-23 00:00:00+00:00,294217.721945275,331.842584453536
357,btc,2014-12-24 00:00:00+00:00,300102.07638418,336.084128579778
358,btc,2014-12-25 00:00:00+00:00,309909.333782356,323.032297779077
359,btc,2014-12-26 00:00:00+00:00,298140.624904545,318.996144360023
360,btc,2014-12-27 00:00:00+00:00,298140.624904545,329.210341905319
361,btc,2014-12-28 00:00:00+00:00,331485.300058343,315.968443892461
362,btc,2014-12-29 00:00:00+00:00,321678.042660167,317.010480420807
363,btc,2014-12-30 00:00:00+00:00,306495.476137719,313.065531560491
364,btc,2014-12-31 00:00:00+00:00,307081.470445709,310.442004091175
365,btc,2015-01-01 00:00:00+00:00,333345.017260144,320.662287258913
366,btc,2015-01-02 00:00:00+00:00,333345.017260144,314.77647194623
